"Academic Yr","Year Term","Semester","Ungrad Grad","Entry Status","College/School","Academic Division","Academic Department","Major Short Nm","Student Headcount",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Design Innovation","Master of Design","97",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Development Eng Grad Grp","Development Engineering","63",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Electrical Eng & Computer Sci","Computer Science","299",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Electrical Eng & Computer Sci","Electrical Eng & Comp Sci","443",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Industrial Eng & Ops Research","Analytics","87",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Industrial Eng & Ops Research","Ind Eng & Ops Rsch PT MEng","2",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Industrial Eng & Ops Research","Industrial Eng & Ops Rsch","159",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Materials Science & Eng","Materials Sci & Eng PT MEng","2",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Materials Science & Eng","Materials Science & Eng","158",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Mechanical Engineering","Mechanical Engineering","386",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Mechanical Engineering","Mechanical Engineering PT MEng","10",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Nuclear Engineering","Nuclear Engineering","93",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Nuclear Engineering","Nuclear Engineering PT MEng","1",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","Architecture","Architecture","195",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","Architecture","Master of Adv Arch Design","8",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","City & Regional Planning","City & Regional Planning","29",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","City & Regional Planning","Master of City Planning","105",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","Inst of Urban & Reg Dev Pgms","Real Estate Dev & Design","34",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","Inst of Urban & Reg Dev Pgms","Urban Design","14",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","Landscape Arch & Env Plan","Landscape Arch & Env Plan","13",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","Landscape Arch & Env Plan","Landscape Architecture","75",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Anc Hist Med Arc Grad Grp","Anc Hist & Medit Archae","13",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Classical Archaeology","9",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Classics","19",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Art Practice","Art","10",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Buddhist Studies Grad Grp","Buddhist Studies","9",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Comparative Literature","Comparative Literature","46",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","Chinese Language","16",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","Japanese Language","8",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","English","English","90",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Film and Media","Film and Media","18",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","French","French","13",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","German","German","14",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","History of Art","History of Art","26",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Italian Studies","Italian Studies","13",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Medieval Studies Program","Medieval Studies","16",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Middle Eastern Lang & Cultures","Near Eastern Studies","28",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Music","Music","48",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Performance Studies Grad Grp","Performance Studies","18",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Philosophy","Philosophy","42",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Rhetoric","Rhetoric","26",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Romance Lang & Lit Grad Pgm","Romance Lang & Lit","11",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Scandinavian","Scandinavian Lang & Lit","10",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Slavic Languages & Literatures","Slavic Lang & Lit","17",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","South & SE Asian Studies","South & SE Asian Studies","20",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Hispanic Lang & Lit","29",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Biological Sciences Div","Biophysics Grad Grp","Biophysics","51",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Biological Sciences Div","Endocrinology Grad Grp","Endocrinology","9",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Biological Sciences Div","Integrative Biology","Integrative Biology","83",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","Molecular & Cell Biology","224",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Biological Sciences Div","Neuroscience","Neuroscience","67",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Astronomy","Astrophysics","36",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Earth & Planetary Science","50",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Logic and Method of Science GG","Logic/Methodology of Science","17",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Applied Mathematics","21",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Mathematics","128",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Physics","Physics","250",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","African American Studies","African American Studies","17",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Anthropology","Anthropology","67",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Anthropology","Medical Anthropology","13",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Asian Studies Grad Grp","Asian Studies","12",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Demography","Demography","9",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Economics","Economics","129",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Ethnic Studies","27",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Folklore Grad Grp","Folklore","7",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Geography","Geography","34",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Global Studies Grad Grp","Global Studies","15",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","History","History","103",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Linguistics","Linguistics","31",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Political Science","Political Science","93",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Psychology","Psychology","82",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Sociology","Sociology","92",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Sociology and Demography GG","Sociology & Demography","7",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Goldman School Public Policy","Goldman School Public Policy","Development Practice Grad Grp","Development Practice","57",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Goldman School Public Policy","Goldman School Public Policy","Public Policy","Public Affairs","38",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Goldman School Public Policy","Goldman School Public Policy","Public Policy","Public Policy","164",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Grad School of Journalism","Grad School of Journalism","Journalism","Journalism","112",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Haas School of Business","Haas School of Business","Business","Berkeley MBA for Executives","145",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Haas School of Business","Haas School of Business","Business","Business Administration","583",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Haas School of Business","Haas School of Business","Business","Evening & Weekend MBA","972",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Haas School of Business","Haas School of Business","Business","Financial Engineering","92",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Optometry & Vision Science","Optometry & Vision Science","Optometry","Optometric Residency Cert","9",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Optometry & Vision Science","Optometry & Vision Science","Optometry","Optometry","240",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Optometry & Vision Science","Optometry & Vision Science","Vision Science Grad Grp","Vision Science","40",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Ag & Resource Econ & Pol","Ag & Resource Economics","55",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Comparative Biochem Grad Grp","Comparative Biochemistry","16",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Energy & Resources Grad Grp","Energy & Resources","67",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt","126",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Forestry","9",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Metabolic Biology Grad Grp","Metabolic Biology","49",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Microbiology Grad Grp","Microbiology","50",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Molecular Toxicology Grad Grp","Molecular Toxicology","4",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nutri Sci & Dietetics","21",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Plant & Microbial Biology","Plant Biology","34",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Rangeland & Wildlife Mgmt GG","Rangeland & Wildlife Mgmt","4",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Information","School of Information","Information","Info & Data Science-MIDS","1056",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Information","School of Information","Information","Info Mgmt & Systems","128",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Information","School of Information","Information","Information Science","22",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Information","School of Information","Information","Master of Info & Cybersecurity","157",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Law","School of Law","JSP Graduate Program","Jurisprudence & Social Policy","54",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Law","School of Law","Law","Doctor of Science of Law (JSD)","15",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Law","School of Law","Law","Law (JD)","1035",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Law","School of Law","Law","Master of Laws (LLM)","316",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Public Health","School of Public Health","Biostatistics Grad Grp","Biostatistics","43",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Public Health","School of Public Health","Environmental Health Sci GG","Environ Health Sciences","19",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Public Health","School of Public Health","Epidemiology Grad Grp","Epidemiology","29",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Public Health","School of Public Health","Health & Medical Sci Grad Grp","Health & Medical Sciences","48",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Public Health","School of Public Health","Health Policy GG","Health Policy","15",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Public Health","School of Public Health","Infectious Diseases & Immun GG","Infec Diseases & Immunity","17",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Public Health","School of Public Health","Public Health","On-Campus/Online Prfsnl MPH","259",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Public Health","School of Public Health","Public Health","Public Health","355",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Social Welfare","School of Social Welfare","Social Welfare","Flexible Master of Soc Welfare","4",""
"2023-24","2023 Fall","Fall","Graduate","Graduate","School of Social Welfare","School of Social Welfare","Social Welfare","Social Welfare","199",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chem Eng/NE Joint Major","3",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chemical Engineering","346",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemical Biology","261",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemistry","271",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Data Science Undergrad Studies","Data Science Undergrad Studies","1272",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Elec Eng & Computer Sci - CDSS","CDSS Computer Science","1815",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Statistics","Statistics","114",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Bioengineering","Bioengineering","423",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Civil & Environmental Eng","Civil Engineering","355",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Electrical Eng & Computer Sci","Electrical Eng & Comp Sci","1418",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","BioE/MSE Joint Major","5",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","EECS/MSE Joint Major","6",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","EECS/NE Joint Major","1",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","ME/NE Joint Major","1",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","MSE/ME Joint Major","3",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Energy Engineering","46",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Eng Math & Statistics","36",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Engineering Physics","69",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Engineering Undeclared","104",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Environmental Eng Science","80",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Industrial Eng & Ops Research","Industrial Eng & Ops Rsch","193",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Materials Science & Eng","Materials Science & Eng","112",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Mechanical Engineering","Aerospace Engineering","84",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Mechanical Engineering","Mechanical Engineering","658",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Nuclear Engineering","Nuclear Engineering","83",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Environmental Design","Clg of Environmental Design","Architecture","Architecture","302",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Environmental Design","Clg of Environmental Design","City & Regional Planning","Urban Studies","90",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Environmental Design","Clg of Environmental Design","Inst of Urban & Reg Dev Pgms","Sustainable Environ Dsgn","94",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Environmental Design","Clg of Environmental Design","Landscape Arch & Env Plan","Landscape Architecture","84",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Environmental Design","Clg of Environmental Design","Other Env Design Programs","CED Individual Major","1",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Chemistry","L&S Chemistry","4",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Envir Econ & Policy","L&S Environ Econ & Policy","3",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Legal Studies","L&S Legal Studies","301",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Ops Rsch & Mgmt Sci","L&S Ops Research & Mgmt Sci","18",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Public Health","L&S Public Health","308",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Social Welfare","L&S Social Welfare","81",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Ancient Grk & Roman Studies","20",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Classical Languages","1",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Greek & Latin","1",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Art Practice","Art","70",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Comparative Literature","Comparative Literature","42",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","Chinese Language","4",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","E Asian Rel, Thought, & Cul","1",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","Japanese Language","11",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","English","English","184",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Film and Media","Film","91",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","French","French","22",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","German","German","4",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","History of Art","History of Art","38",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Italian Studies","Italian Studies","4",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Middle Eastern Lang & Cultures","MELC Languages & Literature","5",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Middle Eastern Lang & Cultures","MELC Middle Eastern Worlds","11",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Music","Music","158",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Philosophy","Philosophy","70",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Rhetoric","Rhetoric","32",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Scandinavian","Celtic Studies","2",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Slavic Languages & Literatures","Slavic Lang & Lit","9",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","South & SE Asian Studies","South & SE Asian Studies","3",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Spanish and Portuguese","62",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Theater Dance & Perf Stds","Dance & Perf Studies","9",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Theater Dance & Perf Stds","Theater & Perf Studies","36",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Integrative Biology","Integrative Biology","140",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Immunology","2",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Neurobiology","2",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","Molecular & Cell Biology","797",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Astronomy","Astrophysics","71",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Atmospheric Science","3",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Environmental Earth Science","9",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Geology","10",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Geophysics","9",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Marine Science","12",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Planetary Science","4",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Applied Mathematics","319",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Mathematics","183",""
"2023-24","2023 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Physics","Physics","130",""
